EventDate,Period,Page number (if applic),Recipient name (original transcription),Nature of recipient (original transcription),Name,Institution - common name from Exit Books,Town/City,Level of study ,School type,Denomination/organisation,No. of objects,Event information (any extra information not in list of specimens),BHL Exit Book Link,BHL School Letter Book Link (Vol 1 only)
28.04.1899,1876-1914,538,"Oswald Levison Esq, The Head Master","Shaw Foot School, Hethersgill, Carlisle","Levison, Oswald",Shaw Foot School,Carlisle,Elementary ,Voluntary ,Church of England ,24,Ack 24.5.99,https://biodiversitylibrary.org/page/55370933,https://biodiversitylibrary.org/page/58048234
28.04.1899,1876-1914,539,"Miss M A E Driver, The Head Mistress","Little Holbeck Board School, Leeds","Driver, M A E",Little Holbeck Board School,Leeds,Elementary ,Board,,23,Ackd by The Head Master Mr J W Darnbrough. Miss Driver having left the schools 2.5.99,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048236
28.04.1899,1876-1914,539,E B Lethbridge Esq The Head Teacher,"Higher Grade Board School, Boys Dept, York Place, Brighton","Lethbridge, E B",Higher Grade Board School,Brighton,Secondary ,Board,,24,Ackd 3.5.99,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048238
28.04.1899,1876-1914,539,"W Hume Esq, The Head Master","Lugar School, Cumnock NB","Hume, W",Lugar School,Cumnock,Elementary ,Board,,25,,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048240
28.04.1899,1876-1914,539,E M Fitz-Gerald (pro Head Mistress),"St Patricks Schools, Bradford, Yorks","Fitz-Gerald, E M",St Patricks Schools,Bradford,Elementary ,Voluntary ,Roman Catholic ,25,"Ackd 4.5.99 by the ""Sisters of Charity""",https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048192
28.04.1899,1876-1914,539,"George Barrett Esq, The Head Master","The Schools, Westerham, Kent","Barrett, George",The Schools,Westerham,Elementary ,Voluntary ,Church of England ,25,Ackd 6.5.99,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048244
28.04.1899,1876-1914,539,Walter Fearnley Esq,"Great Gomersal National Schools, Leeds","Fearnley, Walter",Great Gomersal National Schools,Leeds,Elementary ,Voluntary ,Church of England ,25,Parcel addressed to Head Master,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048246
01.05.1899,1876-1914,539,"E Robert-Jones Esq, The Head Master","Ynyswen School, Treorchy, RSO, Rhondda Valley, Wales","Robert-Jone, E",Ynyswen School,Rhondda Valley,Elementary ,Board,,25,Ackd 16.5.99,https://biodiversitylibrary.org/page/55370934,https://biodiversitylibrary.org/page/58048248
01.05.1899,1876-1914,540,"H Beeley Esq, The Head Master","Coventry Street, Board Schools, Kidderminster","Beeley, H",Board Schools,Kidderminster,Elementary ,Board,,26,Ackd 5.5.99,https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048250
01.05.1899,1876-1914,540,"Miss A F Hayter, The Head Mistress","Girls Board Schools, Axminster","Haytor, A F",Girls Board Schools,Axminster,Elementary ,Board,,26,Ackd 5.5.99,https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048252
01.05.1899,1876-1914,540,"Miss A I Illsley, The Head Mistress","Traffic Street Board School, Junior Dept, Derby","Ilsey, A I",Traffic Street Board School,Derby,Elementary ,Board,,24,,https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048254
01.05.1899,1876-1914,540,"T B Brown Esq, The Head Master","Danby Wiske School, Northallerton, Yorks","Brown, T B",Danby Wiske School,Northallerton,Elementary ,Voluntary ,Church of England ,27,,https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048256
01.05.1899,1876-1914,540,"W Sprigg-Walker Esq, The Head Master","The Schools, Hovingham, York","Spring-Walker, W",The Schools,York,Elementary ,Voluntary ,Church of England ,24,,https://biodiversitylibrary.org/page/55370935,
01.05.1899,1876-1914,540,"A Holloway Esq, The Head Master","St George's Hanover Square Boys School, 63 South Street, Grosvenor Square W","Holloway, A",St George's Hanover Square Boys School,London,Elementary ,Voluntary ,Church of England ,27,,https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048260
01.05.1899,1876-1914,540,"H Short Esq, The Head Master","Board School, East Huntspill, Bridgwater, Somerset","Short, H",Board School,Bridgwater,Elementary ,Board,,29,"Railway address Basin Bridge, Highbridge",https://biodiversitylibrary.org/page/55370935,https://biodiversitylibrary.org/page/58048262
01.05.1899,1876-1914,541,"Miss E Lowe, The Head Mistress","Girls School, Solihull, Birmingham","Lowe, E",Girls School,Birmingham,Elementary ,Voluntary ,Church of England ,28,Ackd 4.5.99 by Miss Sara Lond,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048264
01.05.1899,1876-1914,541,F W Thompson Esq The Head Master,"Hermit Road Boys Board School, Canning Town E","Thomson, F W",Hermit Road Boys Board School,London,Elementary ,Board,,30,,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048266
09.05.1899,1876-1914,541,"Miss L J Gadie, The Head Mistress","Carlton Road Girls School, Dewsbury","Gadie, L J",Carlton Road Girls School,Dewsbury,,Endowed/grammar ,,20,Ackd 12.5.99,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048268
09.05.1899,1876-1914,541,"J W Connell Esq, The Head Master","St Marks School, Connah's Quay, Hawarden, Flint","Connell, J W",St Marks School,Flint,Elementary ,Voluntary ,Church of England ,23,Connah's Quay Rd L& N.W Ackd 13.5.99,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048270
09.05.1899,1876-1914,541,"Miss A L E Clemitshaw, The Head Mistress","Enville St Girls Board School, Stourbridge","Clemitshaw, A L E",Enville St Girls Board School,Stourbridge,Elementary ,Board,,21,,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048272
09.05.1899,1876-1914,541,"D Kennedy Esq, The Head Master","Earl Fitzwilliams Colliery Schools, Elsecar, near Barnsley","Kennedy, D",Earl Fitzwilliams Colliery Schools,Barnsley,Elementary ,Voluntary ,Church of England ,22,Ackd 8.6.99,https://biodiversitylibrary.org/page/55370936,https://biodiversitylibrary.org/page/58048273
09.05.1899,1876-1914,542,"S H Jennings Esq, The Head Master","Board School, Rainham, Essex","Jennings, S H",Board School,Rainham,Elementary ,Board,,23,,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048274
09.05.1899,1876-1914,542,"Richard Randell, Esq, The Head Master","South Keymer Board School, Hassocks, Sussex","Randell, Richard",South Keymer Board School,Hassocks,Elementary ,Board,,23,,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048276
09.05.1899,1876-1914,542,"Miss Jane Charles, The Head Mistress","Marsh Street Girls School, Walthamstow","Charles, Jane",Marsh Street Girls School,London,Elementary ,Board,,22,,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048278
09.05.1899,1876-1914,542,"Henry J Doughty Esq, The Head Teacher","St John's School, Wolverhampton","Doughty, Henry J",St John's School,Wolverhampton,Elementary ,Voluntary ,Church of England ,23,,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048280
09.05.1899,1876-1914,542,"Miss Gordon, The Head Teacher","Girls Dept, St John's Schools, East Dulwich",Gordon,St John's Schools,London,Elementary ,Voluntary ,Church of England ,25,Ackd by Miss E Read 16.5.99,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048282
09.05.1899,1876-1914,542,"W Jones Esq, The Head Teacher","Denton School, Northampton","Jones, W",Denton School,Northampton,Elementary ,Voluntary ,Church of England ,21,,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048286
09.05.1899,1876-1914,542,"Miss E M Barton, The Head Mistress","Coleraine Park Girls Board School, Lower Tottenham, London","Barton, E M",Coleraine Park Girls Board School,London,Elementary ,Board,,22,Ackd by Miss C F Cole 11.5.99,https://biodiversitylibrary.org/page/55370937,https://biodiversitylibrary.org/page/58048288
09.05.1899,1876-1914,543,"Miss M Smith, The Head Mistress","Traffic Street Board School, Derby","Smith, M",Traffic Street Board School,Derby,Elementary ,Board,,18,,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048290
09.05.1899,1876-1914,543,"J North Esq, The Head Master","Green Mixed School, Skelton in Cleveland, Yorks","North, J",Green Mixed School,Skelton in Cleveland,Elementary ,Voluntary ,Church of England ,20,Boosbeck RS NE R,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048294
09.05.1899,1876-1914,543,"W Leach Esq, The Head Master","The Schools, Wooler, RSC, Northumberland","Leach, W",The Schools,Wooler,Elementary ,Voluntary ,Church of England ,21,Ackd 17.6.99,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048296
09.05.1899,1876-1914,543,"Miss M E Curtis, The Head Mistress","Girls School, Beechen Grove, Watford","Curtis, M E",Girls School,Watford,Elementary ,Voluntary ,British and Foreign School Society,23,Ackd 10.5.99,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048298
09.05.1899,1876-1914,543,"T R Knight Esq, The Head Master","Holborn Union School, Mitcham, Surrey","Knight, T R",Holborn Union School,Mitcham,Elementary ,Union,Holborn Union ,19,,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048300
09.05.1899,1876-1914,543,"Joseph Amos Esq, The Head Master","Cowley's Endowed Schools, Swineshead, Boston, Lincs","Amos, Joseph",Cowley's Endowed Schools,Swineshead,,Endowed/grammar ,,19,Ackd 13.5.99 by Mr Fryer Richardson,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048302
09.05.1899,1876-1914,543,"George Blackmore, Esq, The Head Master","St Johns Higher School, Devonport","Blackmore, George",St John's Higher School,Devonport,Secondary ,Voluntary ,Church of England ,19,Ackd 13.5.99,https://biodiversitylibrary.org/page/55370938,https://biodiversitylibrary.org/page/58048304
09.05.1899,1876-1914,544,"George Spencer Esq, The Head Master","All Saints School, Plumstead SE","Spencer, George",All Saints School,London,Elementary ,Voluntary ,Church of England ,22,,https://biodiversitylibrary.org/page/55370939,https://biodiversitylibrary.org/page/58048306
09.05.1899,1876-1914,544,"F Daw Esq, The Head Master","St Andrew's School, Uxbridge","Daw, F",St Andrew's School,London,Elementary ,Voluntary ,Church of England ,21,,https://biodiversitylibrary.org/page/55370939,https://biodiversitylibrary.org/page/58048292
11.05.1899,1876-1914,544,Mrs Chettle,"Potters Pury, Stoney Stratford, Northampton",Chettle,,Northampton,Elementary ,Voluntary ,Church of England ,27,Ackd,https://biodiversitylibrary.org/page/55370939,Missing from Letter Book
16.05.1900,1876-1914,546,"Mr W Bird, The Head Master","Central School House, St Austell, Cornwall","Bird, W",Central School House,St Austell,Elementary ,Board,,45,Ackd 19.5.00,https://biodiversitylibrary.org/page/55370941,https://biodiversitylibrary.org/page/58048312
16.05.1900,1876-1914,546,"Mr H E Howard, The Headmaster","St Lukes National Schools, Kingston upon Thames","Howard, H E",St Lukes National Schools,London,Elementary ,Voluntary ,Church of England ,44,Ackd 19.5.00,https://biodiversitylibrary.org/page/55370941,https://biodiversitylibrary.org/page/58048314
16.05.1900,1876-1914,547,Mr J A Birtwhistle,"Park Road School, Blackburn, Lancs","Birtwhistle, J A",Park Road School,Blackburn,Elementary ,Voluntary ,Congregationalist,41,Ackd 30.5.00,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048316
16.05.1900,1876-1914,547,"Mr C J Bale, The Head Master","Boys Central School, Taunton","Bale, C J",Boys Central School,Taunton,Elementary ,Voluntary ,Church of England ,41,,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048317
16.05.1900,1876-1914,547,The Mistress,"St Werbergh's Infants School, Union Walk, Chester",,St Werburgh's Infants School,Chester,Elementary ,Voluntary ,Roman Catholic ,40,Ackd by The Mistress 24.5.00 (no name given),https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048318
16.05.1900,1876-1914,547,"Miss S M Placid, The Head Teacher","St Peter's School, Middleton, Manchester","Placid, S M",St Peter's School,Manchester,Elementary ,Voluntary ,Roman Catholic ,38,Ackd by Miss M Foley 18.5.00,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048320
16.05.1900,1876-1914,547,"Miss E M Boyle, The Head Teacher","St Anne's School, Leeds","Boyle, E M",St Anne's School,Leeds,Elementary ,Voluntary ,Roman Catholic ,37,,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048321
16.05.1900,1876-1914,547,"Mr W J James, The Head Teacher","St Dials Boys School, Cymbran, Monmoth","James, W J",St Dials Boys School,St Dials,Elementary ,Board,,38,,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048322
16.05.1900,1876-1914,547,"Mr J P Griffith, The Head Teacher","Victoria Board School, Wellingborough, Northampton","Griffith, J P",Victoria Board School,Northampton,Elementary ,Board,,38,,https://biodiversitylibrary.org/page/55370942,https://biodiversitylibrary.org/page/58048324
16.05.1900,1876-1914,548,"Miss A Cocker, The Head Mistress","Central Schools, Stoke on Trent, Staffordshire","Cocker, A",Central Schools,Stoke-on-Trent,Elementary ,Board,,36,"Ackd by G Vernon, Clerk, ""Church School Board"" 19.5.00",https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048326
16.05.1900,1876-1914,548,"Miss M A Lodge, The Head Mistress","Infants Dept, Ferrybridge Board School, Normanton","Lodge, M A",Ferrybridge Board School,Normanton,Elementary ,Board,,36,,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048348
16.05.1900,1876-1914,548,"Mr J M Woolcott, The Head Master","St Philips School, Ditcham Park, Petersfield","Woolcott, J M",St Philips School,Petersfield,Elementary ,Voluntary ,Church of England ,36,Ackd by Miss Woolcott 23.5.00,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048332
16.05.1900,1876-1914,548,"Mr E Stollery, The Head Master","Bridge Road Boys School, West Ham School Board E","Stollery, E",Bridge Road Boys School,London,Elementary ,Board,,37,Ackd 23.5.00,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048330
16.05.1900,1876-1914,548,"Revd Joseph Philip Hawkins, The Head Master","St Mary's Schools, Great Grimsby","Hawkins, Joseph, Philip",St Mary's Schools,Great Grimsby,Elementary ,Voluntary ,Church of England ,37,,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048334
16.05.1900,1876-1914,548,Robert Philipson-Stow Esq,"Blackdown House, Fernhurst, Sussex","Philipson-Stow, Robert",Blackdown House,Fernhurst,Unknown,Unknown,,35,Ackd 22.5.00,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048336
16.05.1900,1876-1914,548,"Mr J Charlton, The Head Master","National Schools, Choppington, Northumberland","Charlton, J",National Schools,Choppington,Elementary ,Voluntary ,Church of England ,33,Ackd 19.5.00,https://biodiversitylibrary.org/page/55370943,https://biodiversitylibrary.org/page/58048338
16.05.1900,1876-1914,549,"Miss A E Hughes, The Head Mistress","Kirkby Woodhouse Girls School, near Nottingham","Hiughes, A E",Kirkby Woodhouse Girls School,Nottingham,Elementary ,Board,,34,"Annesley Station, Midland Rail",https://biodiversitylibrary.org/page/55370944,https://biodiversitylibrary.org/page/58048340
16.05.1900,1876-1914,549,"Miss E B Lanyon, The Head Mistress","Holy Name Schools, Bow Common E","Lanyon, E B",Holy Name Schools,London,Elementary ,Voluntary ,Roman Catholic ,34,Ackd 25.5.00,https://biodiversitylibrary.org/page/55370944,https://biodiversitylibrary.org/page/58048342
16.05.1900,1876-1914,549,"Revd A M Jennings, The Head Master","Church Schools, Isycoed, Bowling Bank, Wrexham","Jennings, A M",Church Schools,Wrexham,Elementary ,Voluntary ,Church of England ,47,,https://biodiversitylibrary.org/page/55370944,https://biodiversitylibrary.org/page/58048344
16.05.1900,1876-1914,549,"Mr J P Kernick, The Principal","The Children's Home, Edgworth, near Bolton, Lancs","Kernick, J P",The Children's Home,Bolton,Elementary ,Residential,,33,Turston Station L & Y Rail Ackd 22.5.00,https://biodiversitylibrary.org/page/55370944,
28.05.1900,1876-1914,549,E W Lynch Esq,"Framlingham College, Suffolk","Lynch, E W",Framlingham College,Woodbridge,Secondary ,Private,,27,Ackd 30.5.00,https://biodiversitylibrary.org/page/55370944,https://biodiversitylibrary.org/page/58048346
28.05.1900,1876-1914,549,"J Smith Esq, The Head Master","National School, Stock, Ingatestone, Essex","Smith, J",National School,Ingatestone,Elementary ,Board,,24,Ackd by H Evans 2.6.00,https://biodiversitylibrary.org/page/55370944,
